Date,Open,High,Low,Close,Volume
2015-12-04,1275000.0,1280000.0,1267000.0,1269000.0,189638
2015-12-07,1269000.0,1275000.0,1262000.0,1262000.0,195237
2015-12-08,1262000.0,1272000.0,1262000.0,1262000.0,133328
2015-12-09,1262000.0,1275000.0,1262000.0,1263000.0,181328
2015-12-10,1263000.0,1293000.0,1263000.0,1283000.0,302978
2015-12-11,1283000.0,1295000.0,1272000.0,1284000.0,204812
2015-12-14,1273000.0,1273000.0,1255000.0,1261000.0,222512
2015-12-15,1261000.0,1280000.0,1260000.0,1277000.0,175253
2015-12-16,1278000.0,1310000.0,1278000.0,1299000.0,207688
2015-12-17,1301000.0,1308000.0,1275000.0,1290000.0,167390
2015-12-18,1265000.0,1288000.0,1264000.0,1278000.0,167721
2015-12-21,1278000.0,1285000.0,1261000.0,1280000.0,157354
2015-12-22,1280000.0,1292000.0,1267000.0,1292000.0,203938
2015-12-23,1292000.0,1299000.0,1282000.0,1295000.0,162043
2015-12-24,1295000.0,1300000.0,1285000.0,1285000.0,151322
2015-12-28,1285000.0,1289000.0,1266000.0,1266000.0,225997
2015-12-29,1265000.0,1266000.0,1241000.0,1254000.0,231802
2015-12-30,1260000.0,1272000.0,1254000.0,1260000.0,203349
2016-01-04,1260000.0,1260000.0,1205000.0,1205000.0,304050
2016-01-05,1202000.0,1218000.0,1186000.0,1208000.0,207947
2016-01-06,1208000.0,1208000.0,1168000.0,1175000.0,359895
2016-01-07,1166000.0,1183000.0,1151000.0,1163000.0,268857
2016-01-08,1163000.0,1186000.0,1163000.0,1171000.0,244350
2016-01-11,1156000.0,1166000.0,1146000.0,1152000.0,239778
2016-01-12,1148000.0,1166000.0,1144000.0,1146000.0,184311
2016-01-13,1153000.0,1159000.0,1148000.0,1148000.0,142672
2016-01-14,1131000.0,1142000.0,1131000.0,1138000.0,207140
2016-01-15,1140000.0,1152000.0,1124000.0,1132000.0,208712
2016-01-18,1088000.0,1133000.0,1088000.0,1126000.0,320007
2016-01-19,1128000.0,1171000.0,1128000.0,1171000.0,205804
2016-01-20,1160000.0,1160000.0,1132000.0,1138000.0,165796
2016-01-21,1133000.0,1155000.0,1125000.0,1131000.0,181968
2016-01-22,1145000.0,1168000.0,1145000.0,1168000.0,146591
2016-01-25,1172000.0,1176000.0,1156000.0,1162000.0,159769
2016-01-26,1155000.0,1157000.0,1136000.0,1137000.0,151638
2016-01-27,1126000.0,1175000.0,1126000.0,1175000.0,273707
2016-01-28,1164000.0,1168000.0,1139000.0,1145000.0,314154
2016-01-29,1140000.0,1150000.0,1116000.0,1150000.0,426238
2016-02-01,1152000.0,1163000.0,1151000.0,1163000.0,258194
2016-02-02,1161000.0,1166000.0,1147000.0,1156000.0,165420
2016-02-03,1150000.0,1152000.0,1137000.0,1146000.0,174381
2016-02-04,1150000.0,1161000.0,1148000.0,1156000.0,236429
2016-02-05,1156000.0,1169000.0,1156000.0,1164000.0,183280
2016-02-11,1118000.0,1137000.0,1118000.0,1130000.0,304899
2016-02-12,1130000.0,1151000.0,1122000.0,1130000.0,254115
2016-02-15,1154000.0,1160000.0,1144000.0,1154000.0,182471
2016-02-16,1158000.0,1179000.0,1157000.0,1168000.0,179087
2016-02-17,1179000.0,1201000.0,1169000.0,1185000.0,245929
2016-02-18,1203000.0,1203000.0,1178000.0,1187000.0,211795
2016-02-19,1187000.0,1195000.0,1174000.0,1190000.0,175889
2016-02-22,1190000.0,1192000.0,1166000.0,1175000.0,174075
2016-02-23,1179000.0,1189000.0,1173000.0,1181000.0,147578
2016-02-24,1178000.0,1179000.0,1161000.0,1172000.0,140407
2016-02-25,1172000.0,1187000.0,1172000.0,1179000.0,128321
2016-02-26,1180000.0,1187000.0,1172000.0,1172000.0,176906
2016-02-29,1179000.0,1194000.0,1176000.0,1178000.0,274128
2016-03-02,1200000.0,1207000.0,1196000.0,1197000.0,236268
2016-03-03,1213000.0,1220000.0,1202000.0,1220000.0,214465
2016-03-04,1220000.0,1228000.0,1202000.0,1215000.0,197025
2016-03-07,1220000.0,1231000.0,1215000.0,1223000.0,129415
2016-03-08,1223000.0,1224000.0,1186000.0,1192000.0,215375
2016-03-09,1188000.0,1199000.0,1177000.0,1194000.0,172895
2016-03-10,1208000.0,1236000.0,1201000.0,1225000.0,282003
2016-03-11,1225000.0,1253000.0,1216000.0,1249000.0,244805
2016-03-14,1267000.0,1273000.0,1249000.0,1255000.0,216712
2016-03-15,1255000.0,1264000.0,1246000.0,1253000.0,167592
2016-03-16,1256000.0,1263000.0,1253000.0,1256000.0,137200
2016-03-17,1265000.0,1296000.0,1257000.0,1263000.0,246423
2016-03-18,1278000.0,1278000.0,1263000.0,1273000.0,223079
2016-03-21,1274000.0,1279000.0,1258000.0,1267000.0,181112
2016-03-22,1267000.0,1279000.0,1262000.0,1269000.0,194670
2016-03-23,1269000.0,1279000.0,1262000.0,1279000.0,173910
2016-03-24,1279000.0,1290000.0,1266000.0,1282000.0,217847
2016-03-25,1283000.0,1290000.0,1278000.0,1288000.0,142531
2016-03-28,1288000.0,1300000.0,1288000.0,1294000.0,120620
2016-03-29,1294000.0,1300000.0,1285000.0,1290000.0,172134
2016-03-30,1310000.0,1321000.0,1302000.0,1308000.0,266898
2016-03-31,1306000.0,1314000.0,1298000.0,1312000.0,298873
2016-04-01,1299000.0,1309000.0,1271000.0,1279000.0,263464
2016-04-04,1279000.0,1305000.0,1279000.0,1305000.0,181840
2016-04-05,1299000.0,1299000.0,1260000.0,1260000.0,235930
2016-04-06,1269000.0,1291000.0,1268000.0,1285000.0,182794
2016-04-07,1300000.0,1300000.0,1258000.0,1269000.0,258607
2016-04-08,1269000.0,1269000.0,1240000.0,1246000.0,251392
2016-04-11,1246000.0,1271000.0,1246000.0,1266000.0,119708
2016-04-12,1270000.0,1281000.0,1266000.0,1275000.0,133984
2016-04-14,1300000.0,1302000.0,1289000.0,1300000.0,331967
2016-04-15,1309000.0,1310000.0,1290000.0,1300000.0,136509
2016-04-18,1295000.0,1305000.0,1292000.0,1299000.0,128393
2016-04-19,1294000.0,1296000.0,1283000.0,1288000.0,144223
2016-04-20,1282000.0,1300000.0,1282000.0,1299000.0,146370
2016-04-21,1300000.0,1301000.0,1288000.0,1294000.0,144720
2016-04-22,1294000.0,1294000.0,1277000.0,1280000.0,114363
2016-04-25,1285000.0,1285000.0,1271000.0,1281000.0,91779
2016-04-26,1285000.0,1305000.0,1283000.0,1296000.0,158517
2016-04-27,1294000.0,1300000.0,1286000.0,1300000.0,164705
2016-04-28,1300000.0,1300000.0,1261000.0,1265000.0,278697
2016-04-29,1260000.0,1267000.0,1242000.0,1245000.0,292558
2016-05-02,1247000.0,1262000.0,1245000.0,1250000.0,140121
2016-05-03,1267000.0,1270000.0,1256000.0,1261000.0,157791
2016-05-04,1272000.0,1290000.0,1262000.0,1290000.0,277351
2016-05-09,1290000.0,1300000.0,1285000.0,1299000.0,273071
2016-05-10,1299000.0,1300000.0,1288000.0,1296000.0,167075
2016-05-11,1296000.0,1299000.0,1287000.0,1292000.0,173956
2016-05-12,1292000.0,1292000.0,1275000.0,1281000.0,151283
2016-05-13,1281000.0,1281000.0,1251000.0,1253000.0,244629
2016-05-16,1253000.0,1263000.0,1247000.0,1248000.0,232580
2016-05-17,1249000.0,1265000.0,1249000.0,1264000.0,181240
2016-05-18,1264000.0,1271000.0,1255000.0,1268000.0,173857
2016-05-19,1268000.0,1277000.0,1266000.0,1270000.0,184093
2016-05-20,1270000.0,1280000.0,1269000.0,1269000.0,159126
2016-05-23,1269000.0,1286000.0,1269000.0,1286000.0,160641
2016-05-24,1286000.0,1289000.0,1268000.0,1271000.0,191292
2016-05-25,1283000.0,1298000.0,1274000.0,1295000.0,236950
2016-05-26,1299000.0,1303000.0,1295000.0,1296000.0,231666
2016-05-27,1300000.0,1301000.0,1273000.0,1282000.0,261902
2016-05-30,1297000.0,1297000.0,1274000.0,1280000.0,204641
2016-05-31,1280000.0,1300000.0,1268000.0,1292000.0,1198180
2016-06-01,1298000.0,1341000.0,1295000.0,1333000.0,464371
2016-06-02,1350000.0,1372000.0,1346000.0,1365000.0,472853
2016-06-03,1370000.0,1379000.0,1364000.0,1377000.0,310428
2016-06-07,1386000.0,1402000.0,1380000.0,1398000.0,459213
2016-06-08,1419000.0,1419000.0,1389000.0,1406000.0,346942
2016-06-09,1408000.0,1430000.0,1406000.0,1430000.0,512553
2016-06-10,1424000.0,1425000.0,1404000.0,1406000.0,289005
2016-06-13,1396000.0,1396000.0,1362000.0,1371000.0,290039
2016-06-14,1371000.0,1386000.0,1369000.0,1380000.0,243251
2016-06-15,1385000.0,1416000.0,1383000.0,1413000.0,301979
2016-06-16,1413000.0,1417000.0,1395000.0,1409000.0,288743
2016-06-17,1410000.0,1435000.0,1410000.0,1426000.0,328256
2016-06-20,1427000.0,1448000.0,1426000.0,1431000.0,268408
2016-06-21,1432000.0,1449000.0,1426000.0,1448000.0,193560
2016-06-22,1446000.0,1450000.0,1431000.0,1445000.0,177102
2016-06-23,1444000.0,1445000.0,1427000.0,1430000.0,224121
2016-06-24,1445000.0,1445000.0,1360000.0,1400000.0,408920
2016-06-27,1400000.0,1405000.0,1385000.0,1398000.0,236573
2016-06-28,1390000.0,1404000.0,1379000.0,1399000.0,213829
2016-06-29,1408000.0,1412000.0,1391000.0,1396000.0,208090
2016-06-30,1408000.0,1445000.0,1397000.0,1425000.0,272883
